Sample_series_id,library name,title,source name,organism,molecule,description,processed data file ,raw file,single or paired-end,instrument model,Sample characteristics
GSE185236,KD_SSRP1_Mock_minus_dox_1,"T-HF cells, with no SSRP1 KD, mock, replicate 1",Omni-ATAC,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,KD_SSRP1_Mock_minus_dox_1.bedgraph,KD_16_Mock_minus_dox_R1.fq.gz;KD_16_Mock_minus_dox_R2.fq.gz,NA,NA,Time post infection:no infection&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment:PAA (350 µg/ml)&&Infection with:no infection&&
GSE185236,KD_SSRP1_Mock_minus_dox_2,"T-HF cells, with no SSRP1 KD, mock, replicate 2",Omni-ATAC,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,KD_SSRP1_Mock_minus_dox_2.bedgraph,KD_17_Mock_minus_dox_R1.fq.gz;KD_17_Mock_minus_dox_R2.fq.gz,NA,NA,Time post infection:no infection&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment:PAA (350 µg/ml)&&Infection with:no infection&&
GSE185236,KD_SSRP1_Mock_plus_dox_1,"T-HF cells, with SSP1 KD, mock, replicate 1",Omni-ATAC,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,KD_SSRP1_Mock_plus_dox_1.bedgraph,KD_16_Mock_plus_dox_R1.fq.gz;KD_16_Mock_plus_dox_R2.fq.gz,NA,NA,Time post infection:no infection&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment:PAA (350 µg/ml) + DOX (1 μg/mL)&&Infection with:no infection&&
GSE185236,KD_SSRP1_Mock_plus_dox_2,"T-HF cells, with SSRP1 KD, mock, replicate 2",Omni-ATAC,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,KD_SSRP1_Mock_plus_dox_2.bedgraph,KD_17_Mock_plus_dox_R1.fq.gz;KD_17_Mock_plus_dox_R2.fq.gz,NA,NA,Time post infection:no infection&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment:PAA (350 µg/ml) + DOX (1 μg/mL)&&Infection with:no infection&&
GSE185236,KD_SSRP1_Wt_minus_dox_1,"T-HF cells, with no SSRP1 KD, infected with WT strain F, replicate 1",Omni-ATAC,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,KD_SSRP1_Wt_minus_dox_1.bedgraph,KD_16_Wt_minus_dox_R1.fq.gz;KD_16_Wt_minus_dox_R2.fq.gz,NA,NA,"Time post infection:8 hpi&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment:PAA (350 µg/ml)&&Infection with:Herpes simplex virus 1, strain F&&"
GSE185236,KD_SSRP1_Wt_minus_dox_2,"T-HF cells, with no SSRP1 KD, infected with WT strain F, replicate 2",Omni-ATAC,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,KD_SSRP1_Wt_minus_dox_2.bedgraph,KD_17_Wt_minus_dox_R1.fq.gz;KD_17_Wt_minus_dox_R2.fq.gz,NA,NA,"Time post infection:8 hpi&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment:PAA (350 µg/ml)&&Infection with:Herpes simplex virus 1, strain F&&"
GSE185236,KD_SSRP1_Wt_plus_dox_1,"T-HF cells, with SSRP1 KD, infected with WT strain F, replicate 1",Omni-ATAC,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,KD_SSRP1_Wt_plus_dox_1.bedgraph,KD_16_Wt_plus_dox_R1.fq.gz;KD_16_Wt_plus_dox_R2.fq.gz,NA,NA,"Time post infection:8 hpi&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment:PAA (350 µg/ml) + DOX (1 μg/mL)&&Infection with:Herpes simplex virus 1, strain F&&"
GSE185236,KD_SSRP1_Wt_plus_dox_2,"T-HF cells, with SSRP1 KD, infected with WT strain F, replicate 2",Omni-ATAC,Homo sapiens sapiens,DNA,DNA isolated with Zymo DNA Clean & Concentrator,KD_SSRP1_Wt_plus_dox_2.bedgraph,KD_17_Wt_plus_dox_R1.fq.gz;KD_17_Wt_plus_dox_R2.fq.gz,NA,NA,"Time post infection:8 hpi&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment:PAA (350 µg/ml) + DOX (1 μg/mL)&&Infection with:Herpes simplex virus 1, strain F&&"
GSE185238,V5_ICP27_plus_HA_ICP22_plus_DOX_1,"HA-ICP22+V5-ICP27 cells, DOX, replicate 1",Omni-ATAC-seq,Homo sapiens sapiens,DNA,DNA isolated with MinElute PCR Purification Kit,V5_ICP27_plus_HA_ICP22_plus_DOX_1_merged.bedgraph,2360_V5_ICP27_plus_HA_ICP22_plus_DOX_Repl_1_R1.fq.gz;2360_V5_ICP27_plus_HA_ICP22_plus_DOX_Repl_1_R2.fq.gz;V5_ICP27_plus_HA_ICP22_plus_DOX_Repl_1_R1.fq.gz;V5_ICP27_plus_HA_ICP22_plus_DOX_Repl_1_R2.fq.gz,NA,NA,Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment :DOX (5 μg/mL);no treatment&&
GSE185238,V5_ICP27_plus_HA_ICP22_minus_DOX_1,"HA-ICP22+V5-ICP27 cells, no DOX, replicate 1",Omni-ATAC-seq,Homo sapiens sapiens,DNA,DNA isolated with MinElute PCR Purification Kit,V5_ICP27_plus_HA_ICP22_minus_DOX_1_merged.bedgraph,2361_V5_ICP27_plus_HA_ICP22_minus_DOX_Repl_1_R1.fq.gz;2361_V5_ICP27_plus_HA_ICP22_minus_DOX_Repl_1_R2.fq.gz;V5_ICP27_plus_HA_ICP22_minus_DOX_Repl_1_R1.fq.gz;V5_ICP27_plus_HA_ICP22_minus_DOX_Repl_1_R2.fq.gz,NA,NA,Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment :no treatment;no treatment&&
GSE185238,V5_ICP27_plus_HA_ICP22_plus_DOX_2,"HA-ICP22+V5-ICP27 cells, DOX, replicate 2",Omni-ATAC-seq,Homo sapiens sapiens,DNA,DNA isolated with MinElute PCR Purification Kit,V5_ICP27_plus_HA_ICP22_plus_DOX_2_merged.bedgraph,2372_V5_ICP27_plus_HA_ICP22_plus_DOX_Repl_2_R1.fq.gz;2372_V5_ICP27_plus_HA_ICP22_plus_DOX_Repl_2_R2.fq.gz;V5_ICP27_plus_HA_ICP22_plus_DOX_Repl_2_R1.fq.gz;V5_ICP27_plus_HA_ICP22_plus_DOX_Repl_2_R2.fq.gz,NA,NA,Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment :DOX (5 μg/mL);no treatment&&
GSE185238,V5_ICP27_plus_HA_ICP22_minus_DOX_2,"HA-ICP22+V5-ICP27 cells, no DOX, replicate 2",Omni-ATAC-seq,Homo sapiens sapiens,DNA,DNA isolated with MinElute PCR Purification Kit,V5_ICP27_plus_HA_ICP22_minus_DOX_2_merged.bedgraph,2373_V5_ICP27_plus_HA_ICP22_minus_DOX_Repl_2_R1.fq.gz;2373_V5_ICP27_plus_HA_ICP22_minus_DOX_Repl_2_R2.fq.gz;V5_ICP27_plus_HA_ICP22_minus_DOX_Repl_2_R1.fq.gz;V5_ICP27_plus_HA_ICP22_minus_DOX_Repl_2_R2.fq.gz,NA,NA,Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment :no treatment;no treatment&&
GSE185238,HA_ICP22_Salt_stress_2h_plus_DOX_1,"HA-ICP22 cells, salt stress, DOX, replicate 1",Omni-ATAC-seq,Homo sapiens sapiens,DNA,DNA isolated with MinElute PCR Purification Kit,HA_ICP22_Salt_stress_2h_plus_DOX_1_merged.bedgraph,2356_HA_ICP22_Salt_stress_2h_plus_DOX_R1.fq.gz;2356_HA_ICP22_Salt_stress_2h_plus_DOX_R2.fq.gz;HA_ICP22_Salt_stress_2h_plus_DOX_R1.fq.gz;HA_ICP22_Salt_stress_2h_plus_DOX_R2.fq.gz,NA,NA,Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment :DOX (5 μg/mL);80 mM KCl&&
GSE185238,HA_ICP22_Salt_Stress_2h_minus_DOX_1,"HA-ICP22 cells, salt stress, no DOX, replicate 1",Omni-ATAC-seq,Homo sapiens sapiens,DNA,DNA isolated with MinElute PCR Purification Kit,HA_ICP22_Salt_Stress_2h_minus_DOX_1_merged.bedgraph,2357_HA_ICP22_Salt_Stress_2h_minus_DOX_R1.fq.gz;2357_HA_ICP22_Salt_Stress_2h_minus_DOX_R2.fq.gz;HA_ICP22_Salt_Stress_2h_minus_DOX_R1.fq.gz;HA_ICP22_Salt_Stress_2h_minus_DOX_R2.fq.gz,NA,NA,Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment :no treatment;80 mM KCl&&
GSE185238,HA_ICP22_Salt_stress_2h_plus_DOX_2,"HA-ICP22 cells, salt stress, DOX, replicate 2",Omni-ATAC-seq,Homo sapiens sapiens,DNA,DNA isolated with MinElute PCR Purification Kit,HA_ICP22_Salt_stress_2h_plus_DOX_2_merged.bedgraph,2368_HA_ICP22_Salt_stress_2h_plus_DOX_Rep2_R1.fq.gz;2368_HA_ICP22_Salt_stress_2h_plus_DOX_Rep2_R2.fq.gz;HA_ICP22_Salt_stress_2h_plus_DOX_2_rep_R1.fq.gz;HA_ICP22_Salt_stress_2h_plus_DOX_2_rep_R2.fq.gz,NA,NA,Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment :DOX (5 μg/mL);80 mM KCl&&
GSE185238,HA_ICP22_Salt_Stress_2h_minus_DOX_2,"HA-ICP22 cells, salt stress, no DOX, replicate 2",Omni-ATAC-seq,Homo sapiens sapiens,DNA,DNA isolated with MinElute PCR Purification Kit,HA_ICP22_Salt_Stress_2h_minus_DOX_2_merged.bedgraph,2369_HA_ICP22_Salt_Stress_2h_minus_DOX_Rep2_R1.fq.gz;2369_HA_ICP22_Salt_Stress_2h_minus_DOX_Rep2_R2.fq.gz;HA_ICP22_Salt_Stress_2h_minus_DOX_2_rep_R1.fq.gz;HA_ICP22_Salt_Stress_2h_minus_DOX_2_rep_R2.fq.gz,NA,NA,Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Treatment :no treatment;80 mM KCl&&
GSE185238,Mock_HFFF_plus_PAA_1,"primary HFFF cells, Mock-infected, PAA 350ug/ml, replicate 1",Omni-ATAC-seq,Homo sapiens sapiens,DNA,DNA isolated with MinElute PCR Purification Kit,Mock_HFFF_plus_PAA_1.bedgraph,2330_Mock_HFFF_plus_PAA_R1.fq.gz;2330_Mock_HFFF_plus_PAA_R2.fq.gz,NA,NA,Cell type:primary Human Foetal Foreskin Fibroblast cells&&Treatment :350 ug'/ml PAA;Mock&&
GSE185238,Mock_HFFF_plus_PAA_2,"primary HFFF cells, Mock infected, PAA 350ug/ml, replicate 2",Omni-ATAC-seq,Homo sapiens sapiens,DNA,DNA isolated with MinElute PCR Purification Kit,Mock_HFFF_plus_PAA_2.bedgraph,2340_Mock_HFFF_plus_PAA_R1.fq.gz;2340_Mock_HFFF_plus_PAA_R2.fq.gz,NA,NA,Cell type:primary Human Foetal Foreskin Fibroblast cells&&Treatment :351 ug'/ml PAA;Mock&&
GSE185238,KOS_1_1_Wt_plus_PAA_1,"primary HFFF cells, infected with KOS 1.1 strain, PAA 350ug/ml, replicate 1",Omni-ATAC-seq,Homo sapiens sapiens,DNA,DNA isolated with MinElute PCR Purification Kit,KOS_1_1_Wt_plus_PAA_1.bedgraph,2336_KOS_1_1_Wt_plus_PAA_R1.fq.gz;2336_KOS_1_1_Wt_plus_PAA_R2.fq.gz,NA,NA,Cell type:primary Human Foetal Foreskin Fibroblast cells&&Treatment :352 ug'/ml PAA;WT KOS 1.1&&
GSE185238,KOS_1_1_Wt_plus_PAA_2,"primary HFFF cells, infected with KOS 1.1 strain, PAA 350ug/ml, replicate 2",Omni-ATAC-seq,Homo sapiens sapiens,DNA,DNA isolated with MinElute PCR Purification Kit,KOS_1_1_Wt_plus_PAA_2.bedgraph,2346_KOS_1_1_Wt_plus_PAA_R1.fq.gz;2346_KOS_1_1_Wt_plus_PAA_R2.fq.gz,NA,NA,Cell type:primary Human Foetal Foreskin Fibroblast cells&&Treatment :353 ug'/ml PAA;WT KOS 1.1&&
GSE185238,dICP22_lac_Z_V22_plus_PAA_1,"primary HFFF cells, infected with KOS 1.1 strain derived US1 knock-out,  PAA 350ug/ml, replicate 1",Omni-ATAC-seq,Homo sapiens sapiens,DNA,DNA isolated with MinElute PCR Purification Kit,dICP22_lac_Z_V22_plus_PAA_1.bedgraph,2339_dICP22_lac_Z__V22__plus_PAA_R1.fq.gz;2339_dICP22_lac_Z__V22__plus_PAA_R2.fq.gz,NA,NA,Cell type:primary Human Foetal Foreskin Fibroblast cells&&Treatment :354 ug'/ml PAA;KOS 1.1 with US1 deletion&&
GSE185238,dICP22_lac_Z_V22_plus_PAA_2,"primary HFFF cells, infected with KOS 1.1 strain derived US1 knock-out,  PAA 350ug/ml, replicate 2",Omni-ATAC-seq,Homo sapiens sapiens,DNA,DNA isolated with MinElute PCR Purification Kit,dICP22_lac_Z_V22_plus_PAA_2.bedgraph,2349_dICP22_lac_Z__V22__plus_PAA_R1.fq.gz;2349_dICP22_lac_Z__V22__plus_PAA_R2.fq.gz,NA,NA,Cell type:primary Human Foetal Foreskin Fibroblast cells&&Treatment :355 ug'/ml PAA;KOS 1.1 with US1 deletion&&
GSE185239,Delta_ICP22_12_hpi_2,"ICP22-null infection, 12h p.i., replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,Nr30_dICP22_12_hpi_RNA_R1.fq.gz;Nr30_dICP22_12_hpi_RNA_R2.fq.gz,NA,NA,"Time post infection:12 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:ICP22-null mutant of herpes simplex virus 1, strain F&&treatment :no treatment&&"
GSE185239,Delta_ICP22_12hpi_1,"ICP22-null infection, 12h p.i., replicate 1",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,L1901227_Nr15_Delta_ICP22_12hpi_R1.fq.gz;L1901227_Nr15_Delta_ICP22_12hpi_R2.fq.gz,NA,NA,"Time post infection:12 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:ICP22-null mutant of herpes simplex virus 1, strain F&&treatment :no treatment&&"
GSE185239,Delta_ICP22_12hpi_plus_12hPAA_2,"ICP22-null infection, 12h p.i., PAA, replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,Nr31_dICP22_12_hpi+PAA_RNA_R1.fq.gz;Nr31_dICP22_12_hpi+PAA_RNA_R2.fq.gz,NA,NA,"Time post infection:12 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:ICP22-null mutant of herpes simplex virus 1, strain F&&treatment :PAA (350 µg/ml)&&"
GSE185239,Delta_ICP22_8hpi_1,"ICP22-null infection, 8h p.i., replicate 1",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,L1901221_Nr07_Delta_ICP22_8hpi_R1.fq.gz;L1901221_Nr07_Delta_ICP22_8hpi_R2.fq.gz,NA,NA,"Time post infection:8 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:ICP22-null mutant of herpes simplex virus 1, strain F&&treatment :no treatment&&"
GSE185239,Delta_ICP22_8hpi_2,"ICP22-null infection, 8h p.i.,replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,Nr24_dICP22_8hpi_RNA_R1.fq.gz;Nr24_dICP22_8hpi_RNA_R2.fq.gz,NA,NA,"Time post infection:8 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:ICP22-null mutant of herpes simplex virus 1, strain F&&treatment :no treatment&&"
GSE185239,Delta_ICP22_8hpi_plus_8hPAA_2,"ICP22-null infection, 8h p.i., PAA, replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,Nr25_dICP22_8hpi+PAA_RNA_R1.fq.gz;Nr25_dICP22_8hpi+PAA_RNA_R2.fq.gz,NA,NA,"Time post infection:8 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:ICP22-null mutant of herpes simplex virus 1, strain F&&treatment :PAA (350 µg/ml)&&"
GSE185239,Delta_ICPP22_12hpi_plus_12hPAA_1,"ICP22-null infection, 12h p.i., PAA, replicate 1",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,L1901228_Nr16_Delta_ICPP22_12hpi_plus_12hPAA_R1.fq.gz;L1901228_Nr16_Delta_ICPP22_12hpi_plus_12hPAA_R2.fq.gz,NA,NA,"Time post infection:12 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:ICP22-null mutant of herpes simplex virus 1, strain F&&treatment :PAA (350 µg/ml)&&"
GSE185239,Delta_ICPP22_8hpi_plus_8hPAA_1,"ICP22-null infection, 8h p.i., PAA, replicate 1",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,L1901222_Nr08_Delta_ICPP22_8hpi_plus_8hPAA_R1.fq.gz;L1901222_Nr08_Delta_ICPP22_8hpi_plus_8hPAA_R2.fq.gz,NA,NA,"Time post infection:8 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:ICP22-null mutant of herpes simplex virus 1, strain F&&treatment :PAA (350 µg/ml)&&"
GSE185239,HA_ICP22_plus_V5_ICP27_cells_minus_DOX_RNA_1,"HA-ICP22+V5-ICP27 cells, no DOX, replicate 1",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,2329_HA_ICP22_plus_V5_ICP27_cells_minus_DOX_R1.fq.gz;2329_HA_ICP22_plus_V5_ICP27_cells_minus_DOX_R2.fq.gz,NA,NA,Time post infection:no infection&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Infection with:no infection&&treatment :no treatment&&
GSE185239,HA_ICP22_plus_V5_ICP27_cells_minus_DOX_RNA_2,"HA-ICP22+V5-ICP27 cells, no DOX, replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,V5_ICP27_plus_HA_ICP22_minus_DOX_R1.fq.gz;V5_ICP27_plus_HA_ICP22_minus_DOX_R2.fq.gz,NA,NA,Time post infection:no infection&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Infection with:no infection&&treatment :no treatment&&
GSE185239,HA_ICP22_plus_V5_ICP27_cells_plus_DOX_RNA_1,"HA-ICP22+V5-ICP27 cells, DOX, replicate 1",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,2328_HA_ICP22_plus_V5_ICP27_cells_plus_DOX_RNA_R1.fq.gz;2328_HA_ICP22_plus_V5_ICP27_cells_plus_DOX_RNA_R2.fq.gz,NA,NA,Time post infection:no infection&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Infection with:no infection&&treatment :DOX (5 μg/mL)&&
GSE185239,HA_ICP22_plus_V5_ICP27_cells_plus_DOX_RNA_2,"HA-ICP22+V5-ICP27 cells, DOX, replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,V5_ICP27_plus_HA_ICP22_plus_DOX_R1.fq.gz;V5_ICP27_plus_HA_ICP22_plus_DOX_R2.fq.gz,NA,NA,Time post infection:no infection&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Infection with:no infection&&treatment :DOX (5 μg/mL)&&
GSE185239,HA_ICP22_Salt_Stress_minus_DOX_RNA_1,"HA-ICP22 cells, salt stress, no DOX, replicate 1",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,HA_ICP22_Salt_Stress_2h_minus_DOX_1_R1.fq.gz;HA_ICP22_Salt_Stress_2h_minus_DOX_1_R2.fq.gz,NA,NA,Time post infection:no infection&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Infection with:no infection&&treatment :KCl (80 mM)&&
GSE185239,HA_ICP22_Salt_Stress_minus_DOX_RNA_2,"HA-ICP22 cells, salt stress, no DOX, replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,HA_ICP22_Salt_Stress_2h_minus_DOX_2_R1.fq.gz;HA_ICP22_Salt_Stress_2h_minus_DOX_2_R2.fq.gz,NA,NA,Time post infection:no infection&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Infection with:no infection&&treatment :KCl (80 mM)&&
GSE185239,HA_ICP22_Salt_stress_plus_DOX_RNA_1,"HA-ICP22 cells, salt stress, DOX, replicate 1",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,2326_HA_ICP22_Salt_stress_plus_DOX_RNA_R1.fq.gz;2326_HA_ICP22_Salt_stress_plus_DOX_RNA_R2.fq.gz,NA,NA,Time post infection:no infection&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Infection with:no infection&&treatment :DOX (5 μg/mL) + KCl (80 mM)&&
GSE185239,HA_ICP22_Salt_stress_plus_DOX_RNA_2,"HA-ICP22 cells, salt stress, DOX, replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,HA_ICP22_Salt_stress_2h_plus_DOX_R1.fq.gz;HA_ICP22_Salt_stress_2h_plus_DOX_R2.fq.gz,NA,NA,Time post infection:no infection&&Cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&Infection with:no infection&&treatment :DOX (5 μg/mL) + KCl (80 mM)&&
GSE185239,Mock_12_hpi_2,"mock infection, 12h p.i., replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,Nr26_Mock_12_hpi_RNA_R1.fq.gz;Nr26_Mock_12_hpi_RNA_R2.fq.gz,NA,NA,Time post infection:mock&&Cell type:human fetal foreskin fibroblasts&&Infection with:mock&&treatment :no treatment&&
GSE185239,Mock_12_hpi_plus_12hPAA_2,"mock infection, 12h p.i., PAA, replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,Nr27_Mock_12_hpi+PAA_RNA_R1.fq.gz;Nr27_Mock_12_hpi+PAA_RNA_R2.fq.gz,NA,NA,Time post infection:mock&&Cell type:human fetal foreskin fibroblasts&&Infection with:mock&&treatment :PAA (350 µg/ml)&&
GSE185239,Mock_12h_1,"mock infection, 12h p.i., replicate 1",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,L1901223_Nr09_Mock_12h_R1.fq.gz;L1901223_Nr09_Mock_12h_R2.fq.gz,NA,NA,Time post infection:mock&&Cell type:human fetal foreskin fibroblasts&&Infection with:mock&&treatment :no treatment&&
GSE185239,Mock_12h_plus_12hPAA_1,"mock infection, 12h p.i., PAA, replicate 1",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,L1901224_Nr10_Mock_12h_plus_12hPAA_R1.fq.gz;L1901224_Nr10_Mock_12h_plus_12hPAA_R2.fq.gz,NA,NA,Time post infection:mock&&Cell type:human fetal foreskin fibroblasts&&Infection with:mock&&treatment :PAA (350 µg/ml)&&
GSE185239,Mock_8_hpi_2,"mock infection, 8h p.i., replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,Nr20_Mock_8_hpi_RNA_R1.fq.gz;Nr20_Mock_8_hpi_RNA_R2.fq.gz,NA,NA,Time post infection:mock&&Cell type:human fetal foreskin fibroblasts&&Infection with:mock&&treatment :no treatment&&
GSE185239,Mock_8_hpi_plus_8hPAA_2,"mock infection, 8h p.i., PAA, replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,Nr21_Mock_8_hpi+PAA_RNA_R1.fq.gz;Nr21_Mock_8_hpi+PAA_RNA_R2.fq.gz,NA,NA,Time post infection:mock&&Cell type:human fetal foreskin fibroblasts&&Infection with:mock&&treatment :PAA (350 µg/ml)&&
GSE185239,Wt_F_12_hpi_1,"WT strain F infection, 12 h p.i. replicate 1",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,L1901225_Nr13_Wt_F_12_hpi_R1.fq.gz;L1901225_Nr13_Wt_F_12_hpi_R2.fq.gz,NA,NA,"Time post infection:12 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:Herpes simplex virus 1, strain F&&treatment :no treatment&&"
GSE185239,Wt_F_12_hpi_2,"WT strain F infection, 12 h p.i. replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,Nr28_strain_F_12_hpi_RNA_R1.fq.gz;Nr28_strain_F_12_hpi_RNA_R2.fq.gz,NA,NA,"Time post infection:12 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:Herpes simplex virus 1, strain F&&treatment :no treatment&&"
GSE185239,Wt_F_12_hpi_plus_12hPAA_1,"WT strain F infection, 12 h p.i., PAA,  replicate 1",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,L1901226_Nr14_Wt_F_12_hpi_plus_12hPAA_R1.fq.gz;L1901226_Nr14_Wt_F_12_hpi_plus_12hPAA_R2.fq.gz,NA,NA,"Time post infection:12 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:Herpes simplex virus 1, strain F&&treatment :PAA (350 µg/ml)&&"
GSE185239,Wt_F_12_hpi_plus_12hPAA_2,"WT strain F infection, 12 h p.i., PAA,  replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,Nr29_strain_F_12_hpi+PAA_RNA_R1.fq.gz;Nr29_strain_F_12_hpi+PAA_RNA_R2.fq.gz,NA,NA,"Time post infection:12 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:Herpes simplex virus 1, strain F&&treatment :PAA (350 µg/ml)&&"
GSE185239,Wt_F_8_hpi_1,"WT strain F infection, 8 h p.i. replicate 1",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,L1901219_Nr05_Wt_F_8_hpi_R1.fq.gz;L1901219_Nr05_Wt_F_8_hpi_R2.fq.gz,NA,NA,"Time post infection:8 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:Herpes simplex virus 1, strain F&&treatment :no treatment&&"
GSE185239,Wt_F_8_hpi_plus_8hPAA_1,"WT strain F infection, 8 h p.i., PAA, replicate 1",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,L1901220_Nr06_Wt_F_8_hpi_plus_8hPAA_R1.fq.gz;L1901220_Nr06_Wt_F_8_hpi_plus_8hPAA_R2.fq.gz,NA,NA,"Time post infection:8 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:Herpes simplex virus 1, strain F&&treatment :PAA (350 µg/ml)&&"
